Infect probabilities forecasted using arima model,
2785,1615.834598
2786,1296.125227
2787,1713.027384
2788,1735.90931
2789,826.9605199
2790,1450.398901
2791,1233.838145
2792,1227.658289
2793,695.7447538
2794,1013.688449
2795,655.6426707
2796,1395.880482
2797,1559.948273
2798,1715.046392
2799,577.7059789
2800,1545.178114
2801,880.0335059
2802,953.2251059
2803,1534.652049
2804,649.8262498
2805,986.1534649
2806,1332.634817
2807,603.0324009
2808,1067.769379
2809,1176.385511
2810,1766.075302
2811,948.5323996
2812,1245.690411
2813,1627.350181
2814,1444.027585
2815,1344.459333
2816,1135.425501
2817,622.1861805
2818,1357.776604
2819,1341.820943
2820,1467.517479
2821,1418.385245
2822,1059.890468
2823,752.810351
2824,1030.12132
2825,1693.965336
2826,1417.206266
2827,1002.274612
2828,1141.679124
2829,1255.331143
2830,1096.011653
2831,1624.191377
2832,1028.982032
2833,1339.327721
2834,1603.283643
2835,629.6960839
2836,716.9382828
2837,1525.269744
2838,586.2271134
2839,926.8293539
2840,962.5538548
2841,979.944622
2842,1788.604411
2843,667.4332315
2844,1573.87852
2845,1709.02568
2846,1199.791238
2847,1634.057801
2848,1796.213731
2849,981.349558
2850,1167.431466
2851,1255.896977
2852,1012.862475
2853,1705.890586
2854,1446.828688
2855,798.6440876
2856,1209.020786
2857,1713.765585
2858,867.7580993
2859,1014.751609
2860,1261.842584
2861,956.9886971
2862,1545.88497
2863,1252.334886
2864,1713.158231
2865,1357.826623
2866,1190.151306
2867,670.7235327
2868,1342.26326
2869,1150.002183
2870,1369.104297
2871,1669.073811
2872,1067.623438
2873,1245.530073
2874,1098.539946
2875,1697.823663
2876,1536.201248
2877,784.0514657
2878,1435.016824
2879,1570.868662
2880,1144.437376
2881,1660.914764
2882,606.9359878
2883,996.0861802
2884,1503.666567
2885,730.4851427
2886,1216.115513
2887,1335.14975
2888,1612.630305
2889,1350.519287
2890,1199.667308
2891,752.3731619
2892,1111.21136
2893,1256.047401
2894,1661.089333
2895,950.8077965
2896,1073.738097
2897,1144.123907
2898,1671.049786
2899,742.2802608
2900,1398.624351
2901,1712.864147
2902,1033.421952
2903,1445.027747
2904,632.1931734
2905,725.5280909
2906,1651.056756
2907,635.6749765
2908,717.9310383
2909,1408.660643
2910,624.2800377
2911,1185.153047
2912,1617.875207
2913,1250.035929
2914,1639.057269
2915,1734.873289
2916,1269.973866
2917,1150.2352
2918,605.9511234
2919,1337.766552
2920,1677.112655
2921,851.7654152
2922,1414.13208
2923,993.6469661
2924,1582.452872
2925,695.2804421
2926,1607.248733
2927,1796.673229
2928,1078.211578
2929,1201.049629
2930,783.9101445
2931,1243.153812
2932,1357.158931
2933,603.082328
2934,970.6308926
2935,1426.706179
2936,950.4201226
2937,897.5348778
2938,1662.729476
2939,1464.64749
2940,966.5600481
2941,1552.611703
2942,627.2910849
2943,705.033909
2944,1166.589355
2945,1114.517848
2946,855.5513301
2947,1183.554328
2948,754.1028771
2949,1543.87486
2950,1526.872706
2951,798.0103924
2952,1374.040773
2953,839.8565004
2954,1754.560621
2955,591.5719156
2956,877.45706
2957,1646.350824
2958,1352.921331
2959,712.771712
2960,794.1362928
2961,1048.259487
2962,1607.444237
2963,1185.249662
2964,630.5363905
2965,1744.915056
2966,1377.903869
2967,1305.802125
2968,1533.786761
2969,1298.471376
2970,1706.865229
2971,1399.492961
2972,1297.251505
2973,595.6555242
2974,1519.637237
2975,783.9628904
2976,1405.596803
2977,648.0364152
2978,924.4796841
2979,1095.752354
2980,1100.654022
2981,1433.68806
2982,1595.264279
2983,630.9364623
2984,893.6489503
2985,850.5540615
2986,1596.902736
2987,710.9629628
2988,1145.408994
2989,1572.557334
2990,948.9678911
2991,1711.716543
2992,1228.152641
2993,885.4124581
2994,1577.094016
2995,1582.718815
2996,595.5237147
2997,1289.062021
2998,1434.871546
2999,1290.747753
3000,588.8681216
3001,1212.875786
3002,1467.560177
3003,1318.151132
3004,1697.572588
3005,723.6775834
3006,1122.705089
3007,789.3880298
3008,968.7223879
3009,1624.737335
3010,1327.553973
3011,1697.199308
3012,1688.368199
3013,1133.999964
3014,946.6921783
3015,751.7512602
3016,1716.296194
3017,951.2730265
3018,1527.585228
3019,1100.933687
3020,1632.482476
3021,617.033172
3022,1596.014465
3023,920.8483784
3024,1384.840893
3025,944.3216505
3026,688.3227981
3027,1675.272579
3028,985.9548944
3029,1379.427487
3030,1083.268555
3031,1426.627439
3032,1500.109563
3033,1087.230899
3034,1292.997721
3035,895.1546792
3036,1221.039912
3037,968.6803875
3038,985.2239955
3039,1729.58804
3040,990.8967608
3041,602.930779
3042,657.6207215
3043,1278.427904
3044,1631.27074
3045,688.0206089
3046,587.6673972
3047,1211.738291
3048,645.1359474
3049,1045.029368
3050,1203.030191
3051,949.9263827
3052,727.7309553
3053,615.1741388
3054,1422.753301
3055,1006.892005
3056,1326.134534
3057,1139.83116
3058,1368.267707
3059,1424.987098
3060,619.374397
3061,1253.396722
3062,954.0678539
3063,1541.439857
3064,974.8389759
3065,1391.927471
3066,1098.205987
3067,1014.023996
3068,1008.524924
3069,587.0324493
3070,1344.267064
3071,1616.788471
3072,1497.853861
3073,794.2145555
3074,861.0189522
3075,1638.867861
3076,1723.567556
3077,794.7936922
3078,848.149958
3079,887.6107735
3080,1214.301912
3081,800.8135978
3082,1787.322275
3083,1146.63187
3084,772.1538231
3085,628.8514613
3086,1644.780423
3087,1489.573065
3088,1024.631846
3089,1277.865266
3090,1644.563815
3091,1286.541616
3092,1514.120133
3093,650.7382012
3094,663.7204107
3095,845.5878647
3096,748.2923839
3097,788.0980791
3098,1272.56167
3099,743.1570613
3100,1421.480903
3101,649.0916892
3102,949.0388262
3103,1703.7688
3104,750.375307
3105,1025.073669
3106,997.1962247
3107,1774.161842
3108,836.9427239
3109,847.1626505
3110,877.110927
3111,1483.396252
3112,1260.721792
3113,1777.303817
3114,660.5713686
3115,601.4661606
3116,1610.439268
3117,1327.807092
3118,582.6986029
3119,1220.543908
3120,612.9598218
3121,935.1526129
3122,1353.47362
3123,1782.482713
3124,1661.576073
3125,668.9589404
3126,1094.791482
3127,805.3648977
3128,1324.150449
3129,942.4596385
3130,585.4490455
3131,1342.671552
3132,1329.634927
3133,1002.931238
3134,962.2611849
3135,1467.136714
3136,1784.147124
3137,725.9523274
3138,1486.092617
3139,1441.437407
3140,629.4998223
3141,1121.519425
3142,673.2668407
3143,834.2649832
3144,761.9861092
3145,1138.718677
3146,1502.196458
3147,1520.948912
3148,611.4908495
3149,852.7000064
3150,1398.751392
3151,918.5895251
3152,963.9052447
3153,1198.350837
3154,1038.799947
3155,1663.549492
3156,1131.860463
3157,1345.715005
3158,1201.168729
3159,1688.380985
3160,1690.954579
3161,1711.638267
3162,880.3281016
3163,1539.237918
3164,814.6171315
3165,1530.567966
3166,816.2353321
3167,1246.530933
3168,1177.046248
3169,988.8762606
3170,1103.183831
3171,767.213013
3172,1038.288266
3173,726.3482721
3174,1286.547769
3175,1249.827152
3176,708.9521523
3177,1425.111774
3178,699.9839538
3179,858.7430822
3180,1775.721845
3181,790.7978664
3182,1784.781064
3183,1271.999369
3184,1329.456188
3185,964.4978301
3186,633.2214956
3187,1279.232224
3188,1185.514309
3189,1689.755461
3190,591.860389
3191,872.4638145
3192,1767.44264
3193,1568.766384
3194,1517.538524
3195,1527.505457
3196,865.1670517
3197,791.6642156
3198,1027.636741
3199,1147.822431
3200,739.5920575
3201,646.2975179
3202,738.2951059
3203,1181.339061
3204,765.9788823
3205,667.7263615
3206,904.5390539
3207,1590.026473
3208,1053.999702
3209,600.8559721
3210,1568.937727
3211,681.3642794
3212,1149.377154
3213,614.2374741
3214,1415.862881
3215,1768.18319
3216,1361.129487
3217,1699.6956
3218,1214.335093
3219,928.9644194
3220,976.7853159
3221,1443.391898
3222,1229.285454
3223,649.8630093
3224,1183.471075
3225,1513.577323
3226,1345.167266
3227,1670.760931
3228,616.9883267
3229,672.6830416
3230,1451.847985
3231,1457.929577
3232,682.2935073
3233,848.2060118
3234,836.2027888
3235,1200.927374
3236,1603.852833
3237,1385.75649
3238,1577.945648
3239,592.4873181
3240,1633.567497
3241,1602.661075
3242,1468.257631
3243,1014.700003
3244,859.5694137
3245,866.647373
3246,1392.417227
3247,628.9676
3248,1434.299758
3249,1671.367045
3250,987.4559963
3251,1703.026506
3252,1738.179756
3253,1065.57794
3254,1650.735674
3255,1689.281789
3256,945.6469639
3257,1422.750336
3258,1474.893981
3259,845.3972821
3260,930.222301
3261,637.9558845
3262,930.4967658
3263,1002.465134
3264,983.7621144
3265,1482.318798
3266,643.4005765
3267,594.7333623
3268,1074.314333
3269,863.7990215
3270,1324.762762
3271,588.4948837
3272,696.6634885
3273,915.8324268
3274,794.8693246
3275,1127.18001
3276,917.3558023
3277,991.2678821
3278,1125.605702
3279,1457.557582
3280,645.7939475
3281,1085.291068
3282,600.6980288
3283,1337.680475
3284,643.0923992
3285,925.7331912
3286,895.7379341
3287,979.4560383
3288,1714.982915
3289,784.665007
3290,925.6372604
3291,1585.727151
3292,795.303459
3293,1244.469835
3294,1187.529421
3295,1425.855477
3296,1683.52388
3297,1130.437817
3298,769.0664533
3299,1472.161149
3300,718.7245934
3301,710.5144018
3302,845.6173305
3303,1712.119533
3304,707.1815508
3305,1648.409915
3306,628.8503523
3307,1237.809681
3308,1541.52255
3309,1117.273082
3310,1680.943014
3311,773.5655011
3312,732.5546949
3313,637.7771856
3314,847.250243
3315,920.059263
3316,1667.257479
3317,893.4229328
3318,1423.481226
3319,1473.893609
3320,1177.948188
3321,1353.601432
3322,725.2089082
3323,1479.010852
3324,1434.898566
3325,871.8313466
3326,1050.807237
3327,903.5937666
3328,1784.12085
3329,1183.870159
3330,1408.105097
3331,1166.481113
3332,1787.030964
3333,1262.631266
3334,1053.317365
3335,1213.331305
3336,635.2856085
3337,1190.471514
3338,1147.663035
3339,1089.721214
3340,1197.044258
3341,1393.74934
3342,886.0533919
3343,1729.933986
3344,671.2506164
3345,1568.57733
3346,821.3731869
3347,1482.361307
3348,1280.090971
3349,736.2803607
3350,1238.000747
3351,677.9514198
3352,1461.494129
3353,684.1466312
3354,693.5161786
3355,1224.809884
3356,1149.579217
3357,1785.981869
3358,1359.803121
3359,652.3346867
3360,820.2800405
3361,880.0309942
3362,1638.848779
3363,1143.646772
3364,1577.766133
3365,845.8568565
3366,969.7270897
3367,831.8525509
3368,1336.797635
3369,1107.726085
3370,1432.776665
3371,1339.54513
3372,1211.338829
3373,1653.142251
3374,1158.959113
3375,964.0309677
3376,686.3844159
3377,986.3863023
3378,919.1616002
3379,1088.799597
3380,756.1820854
3381,1425.870199
3382,1673.338549
3383,1347.44147
3384,1717.350253
3385,1074.352072
3386,649.7465441
3387,1217.20283
3388,968.8787543
3389,790.1497554
3390,1447.713012
3391,1454.67742
3392,852.0410789
3393,1252.1129
3394,1111.704247
3395,1453.42885
3396,590.3517079
3397,1721.613832
3398,1687.401583
3399,1760.42305
3400,1050.891988
3401,809.0835683
3402,775.3434901
3403,644.9713837
3404,865.4682335
3405,1462.750754
3406,1147.221813
3407,1119.615156
3408,1414.17893
3409,1016.93712
3410,1679.79659
3411,906.7267226
3412,664.5115236
3413,845.5353569
3414,641.4294949
3415,863.8754152
3416,597.5051819
3417,1332.849765
3418,1173.329552
3419,1054.974698
3420,1095.036122
3421,1017.501449
3422,743.3439012
3423,1290.475119
3424,1444.421231
3425,1305.698192
3426,1002.304028
3427,692.9519294
3428,999.6980996
3429,1684.471694
3430,1155.520953
3431,728.3610889
3432,1733.741383
3433,1052.62523
3434,1488.965882
3435,1689.918325
3436,898.4909145
3437,1256.598608
3438,1728.066136
3439,824.5349187
3440,1015.93142
3441,1498.984442
3442,822.9237737
3443,786.1629408
3444,1454.00837
3445,1098.261343
3446,1784.249951
3447,1019.684242
3448,938.585454
3449,1344.785444
3450,1454.632703
3451,1409.531568
3452,984.3281007
3453,1417.218253
3454,1130.585569
3455,1299.59017
3456,1144.465016
3457,722.0837345
3458,1246.269465
3459,1503.505715
3460,1701.348889
3461,1611.547935
3462,783.9628904
3463,1679.81616
3464,1601.255155
3465,939.3742845
3466,923.1073684
3467,1032.487106
3468,705.2093401
3469,1117.410755
3470,1226.589516
3471,1078.572532
3472,738.0103426
3473,1291.648994
3474,959.8758206
3475,1458.245393
3476,1594.623714
3477,1583.124195
3478,1124.418817
3479,717.2062804
3480,783.1443431
3481,1032.521821
3482,959.6789413
3483,589.9299509
3484,1669.396444
3485,1400.444889
3486,1693.024648
3487,1350.943628
3488,966.0838238
3489,1460.601837
3490,747.5920794
3491,1732.0868
3492,1797.952013
3493,1215.416395
3494,767.5301146
3495,655.9341913
3496,1782.935862
3497,1236.781863
3498,945.7252587
3499,726.6687685
3500,1024.924767
3501,1573.696001
3502,1713.057986
3503,1309.299737
3504,1476.956732
3505,1354.479326
3506,1171.303397
3507,1756.872195
3508,1629.125645
3509,930.6353323
3510,870.6990328
3511,724.2055945
3512,814.912507
3513,606.4108203
3514,1575.19548
3515,1080.985108
3516,816.6540348
3517,815.82186
3518,1641.153708
3519,805.8176485
3520,886.7773595
3521,820.6434567
3522,1601.20145
3523,1002.781414
3524,1744.767708
3525,1295.459165
3526,641.9633528
3527,1679.639783
3528,860.6608883
3529,1030.89286
3530,1769.440858
3531,970.9570277
3532,726.6452166
3533,1669.366599
3534,1444.591065
3535,835.5300039
3536,1583.379514
3537,580.6861693
3538,908.4889887
3539,1379.162711
3540,1708.72489
3541,1318.5426
3542,960.2465621
3543,1174.938136
3544,1055.032414
3545,1428.270471
3546,1387.220258
3547,969.168514
3548,615.2714026
3549,1064.414326
3550,835.8389127
3551,1669.041211
3552,1496.981816
3553,1422.389388
3554,1295.151163
3555,926.7051088
3556,1323.957207
3557,1019.160744
3558,1708.82281
3559,1766.630305
3560,1208.524792
3561,904.9822064
3562,784.6637232
3563,1040.977877
3564,980.3110885
3565,924.7619458
3566,955.0388923
3567,625.1777242
3568,714.9257567
3569,1308.823445
3570,1489.050621
3571,994.2940554
3572,1633.755142
3573,1603.359381
3574,588.0020613
3575,644.4563264
3576,666.4151541
3577,710.7574986
3578,826.7025896
3579,663.5932035
3580,700.0853391
3581,1509.799118
3582,1591.172057
3583,1049.254519
3584,929.6586467
3585,626.3628483
3586,1256.925145
3587,1214.350387
3588,1431.970178
3589,646.3099377
3590,1121.720763
3591,1463.105092
3592,824.2212916
3593,829.8593435
3594,1785.233412
3595,1055.497147
3596,1352.082427
3597,672.5089843
3598,1089.384201
3599,626.7071159
3600,921.4535755
3601,1549.776555
3602,836.017176
3603,613.2069112
3604,1628.788515
3605,936.154068
3606,850.1837294
3607,1647.88879
3608,1151.595284
3609,1011.777073
3610,1071.99775
3611,1777.973998
3612,1385.113398
3613,1140.500012
3614,1680.725859
3615,1470.01797
3616,1169.717523
3617,1269.117128
3618,718.5190942
3619,1603.469896
3620,1558.636928
3621,1064.79989
3622,760.1045028
3623,715.6508111
3624,946.3603984
3625,866.236603
3626,761.6874947
3627,1524.39228
3628,1600.142564
3629,1521.756816
3630,1749.189316
3631,1088.441179
3632,1060.759263
3633,1010.588979
3634,1414.555771
3635,1615.074896
3636,856.1420534
3637,724.1119181
3638,1433.959304
3639,1466.771419
3640,1621.562934
3641,1548.640864
3642,728.6319972
3643,1018.198834
3644,1042.069691
3645,694.8132045
3646,657.3444816
3647,1432.654425
3648,999.2725924
3649,979.5017937
3650,1276.626793
3651,1320.61493
3652,755.5981264
3653,870.5499407
3654,885.7536529
3655,1373.251448
3656,1766.169728
3657,922.490906
3658,1378.682887
3659,915.0309778
3660,1745.858455
3661,825.398166
3662,1775.693414
3663,1082.259847
3664,1408.55648
3665,1362.480657
3666,838.7723806
3667,1221.943293
3668,612.196371
3669,1019.49905
3670,1008.827887
3671,1559.049067
3672,737.3470482
3673,1129.625465
3674,1121.176659
3675,723.0149075
3676,1011.006427
3677,598.7222622
3678,1579.045078
3679,1418.644157
3680,626.0546697
3681,801.6476689
3682,1188.087249
3683,968.7923502
3684,1258.614637
3685,1199.065634
3686,1771.321296
3687,1138.121104
3688,1505.282658
3689,1020.954325
3690,1004.420862
3691,1523.805262
3692,1136.90848
3693,1670.81964
3694,870.5283916
3695,1119.013931
3696,1559.880947
3697,823.3746063
3698,1453.020372
3699,1772.432746
3700,1136.329281
3701,1666.430835
3702,1583.864253
3703,1617.883522
3704,1045.461492
3705,1095.46226
3706,1517.080727
3707,1700.570548
3708,681.9424646
3709,1249.011311
3710,1784.598499
3711,686.3281465
3712,1668.526035
3713,688.8648594
3714,767.9644892
3715,616.3584766
3716,1128.792892
3717,910.1828691
3718,754.9474741
3719,1124.344881
3720,1299.018352
3721,1532.269211
3722,768.2570157
3723,1272.638394
3724,811.4088298
3725,1529.912232
3726,1642.231716
3727,1224.096111
3728,643.969467
3729,1120.136022
3730,775.2871608
3731,880.0499537
3732,1669.031931
3733,1064.959321
3734,1196.503598
3735,1201.049629
3736,1456.487496
3737,908.5308685
3738,1674.494693
3739,1531.425521
3740,705.8708889
3741,1094.074201
3742,1406.4752
3743,1769.381084
3744,1442.624914
3745,1211.902293
3746,1091.126336
3747,1308.777095
3748,1233.693732
3749,1725.522437
3750,693.8868031
3751,858.6881764
3752,1163.54472
3753,1232.399503
3754,997.9081881
3755,1724.101196
3756,1278.892466
3757,1322.690112
3758,1619.285443
3759,797.4641198
3760,943.1278847
3761,1261.548897
3762,1080.287522
3763,588.9117
3764,1230.128644
3765,1708.453117
3766,1420.421098
3767,676.1733491
3768,1631.515785
3769,638.4861466
3770,1742.4185
3771,1770.404174
3772,821.8162073
3773,872.8157328
3774,645.9281277
3775,589.4743931
3776,603.6083904
3777,1547.926695
3778,1426.160361
3779,872.3931206
3780,1155.471701
3781,806.4970957
3782,978.5540269
3783,1320.132264
3784,1802.445156
3785,1152.322528
3786,1426.879
3787,1418.79182
3788,1289.412064
3789,931.2909563
3790,809.8398907
3791,1267.291875
3792,1532.431242
3793,897.1889115
3794,780.119699
3795,1736.434813
3796,831.8543456
3797,809.0180782
3798,778.9050135
3799,1600.638426
3800,1210.69571
3801,1606.3113
3802,1287.433542
3803,1102.181179
3804,1103.785107
3805,1135.535975
3806,828.1928752
3807,1700.680437
3808,1686.217246
3809,1229.217978
3810,1347.942039
3811,1408.105097
3812,1226.009938
3813,935.1345177
3814,835.7920534
3815,1689.992502
3816,1128.312515
3817,1310.829302
3818,1727.063897
3819,1100.011722
3820,1050.592581
3821,1336.580695
3822,1654.209949
3823,1052.168538
3824,875.2463487
3825,838.0643538
3826,684.1637108
3827,1264.64546
3828,789.5375606
3829,1619.207752
3830,875.0273456
3831,946.1035896
3832,959.6534779
3833,1206.847881
3834,1610.056312
3835,1008.37679
3836,1784.714554
3837,1790.150832
3838,1637.8256
3839,1307.043329
3840,1220.617094
3841,1318.37255
3842,1650.646105
3843,796.75447
3844,891.8242525
3845,1441.345783
3846,606.3865928
3847,618.0742575
3848,1325.905564
3849,1492.004953
3850,1158.085183
3851,763.2436188
3852,988.0567498
3853,1791.164011
3854,975.522275
3855,1057.996512
3856,1198.608226
3857,972.0593862
3858,1128.431836
3859,1340.487276
3860,894.6031323
3861,1453.389999
3862,676.9745188
3863,1069.833947
3864,1266.262063
3865,1305.898075
3866,656.3864316
3867,892.02011
3868,682.3221488
3869,793.8379929
3870,1117.670123
3871,919.319724
3872,603.0324009
3873,944.9412304
3874,1525.147539
3875,1495.798036
3876,818.8625482
3877,1216.841502
3878,1575.335742
3879,1468.105914
3880,1290.83072
3881,1173.897756
3882,1464.938489
3883,1348.428375
3884,1066.959689
3885,1127.096657
3886,688.3113086
5075,722.3211438
5076,1133.193852
5085,1488.368974
5089,1121.595498
5096,1649.522401
5103,1617.347712
5111,1654.067257
5117,1075.264654
5120,1427.217158
5121,1684.288122
5127,1079.941773
5129,1353.059535
5140,638.4537097
5143,1045.503497
5146,1499.242695
5150,1027.158225
5158,1043.836539
5160,896.5726996
5164,908.7624432
5172,1743.974348
5176,746.0829739
5193,1565.155078
5195,1497.883639
5200,1163.823584
5206,646.4253316
5210,1297.360309
5217,1065.023214
5223,759.7312467
5229,1641.881346
5234,756.8161845
5236,1121.937554
5241,1492.114322
5246,1568.80517
5261,1305.933514
5274,827.3634248
5276,1617.828016
5281,987.7385022
5292,743.1262948
5299,1472.004589
5302,750.665247
5306,1040.191746
5311,633.8111254
5315,1442.624914
5316,821.1663251
5318,661.928384
5323,1342.250505
5330,1390.000455
5334,591.2178464
5347,915.1898748
5351,1364.966239
5354,1592.877759
5356,1021.173078
5367,900.3206527
5368,1172.538057
5370,697.1180042
5382,1634.633111
5387,810.3758384
5389,1270.458955
5390,898.7027665
5399,1379.054071
5401,805.1660968
5402,1259.975688
5403,968.2823792
5409,1150.577786
5410,1353.747319
5415,1257.59737
5423,1648.272049
5424,988.7099285
5428,1167.944927
5436,1661.121051
5458,756.7032579
5466,1452.199449
5470,620.745339
5472,1621.214686
5475,1243.157644
5480,1094.835427
5489,1553.735199
5493,1522.837371
5494,1217.953485
5497,899.805098
5498,1509.816082
5507,1432.249396
5510,1194.201244
5512,846.0349709
5513,1727.961273
5520,1580.201168
5521,1371.284365
5530,1664.849851
5540,1075.027975
5548,1065.906477
5556,1527.888435
5571,1596.17185
5583,917.4700258
5586,1061.472425
5595,693.7295966
5596,1297.942183
5608,1618.021315
5609,1096.586611
5617,667.6525205
5618,797.9363049
5624,1087.998802
5627,1641.259639
5634,1714.589132
5637,1337.64754
5645,900.6431635
5651,1699.39971
5653,1338.802977
5658,1777.882623
5669,1454.47331
5671,1129.663834
5673,837.4634131
5675,1298.752072
5677,1007.658129
5683,642.9869181
5690,1470.417401
5696,970.1934788
5698,1471.350448
5704,1305.331743
5708,1328.403419
5711,1521.07385
5712,1093.010656
5716,1356.294417
5723,1241.032934
5728,1551.12647
5730,1460.970092
5734,1423.142023
5738,617.565226
5739,674.8177543
5740,1159.138578
5745,776.4471987
5754,1386.269057
5757,1311.309343
5759,1199.384334
5761,1299.618368
5784,1603.699028
5787,787.8443402
5790,857.6491612
5795,1128.750913
5807,889.2491835
5816,1528.020109
5821,1457.834485
5822,1269.116969
5825,1318.826183
5826,868.3209464
5829,1586.785086
5839,786.2258503
5842,1754.319985
5852,934.3586874
5854,935.7794496
5872,1225.077585
5881,1037.059128
5885,698.8146703
5888,921.4957192
5891,1728.735855
5904,1553.980108
5908,592.6315344
5909,1768.315422
5912,1320.254008
5925,1364.895914
5941,1257.002727
5944,1356.828691
5958,677.9809523
5971,869.3756834
5984,1117.206131
5986,1051.245855
5987,1328.4154
5993,1266.915698
5998,740.5341036
5999,593.1161254
6006,1412.450134
6016,1099.936306
6018,1761.396668
6020,715.3824007
6021,1078.267317
6022,1671.106476
6024,1083.548947
6025,1498.493109
6030,1249.698122
6037,1054.01933
6057,840.4449749
6074,1190.307352
6077,596.5576671
6080,840.5460794
6089,590.3836167
6095,853.5653617
6099,1753.448149
6101,1611.705398
6104,1640.051646
6114,1191.329502
6117,1738.649071
6124,1015.528957
6127,1387.182951
6130,978.4452381
6132,1014.190712
6135,641.1621205
6145,1327.508133
6148,787.5661857
6153,739.4584644
6154,636.8942955
6155,594.3515529
6156,993.3046277
6165,1168.761821
6167,850.5540615
6173,1202.844057
6176,1001.817476
6181,1462.582665
6182,1435.500543
6186,783.4467474
6193,1002.528583
6195,1557.043256
6197,851.1208269
6213,1141.395556
6228,1335.234914
6241,623.5139034
6249,1036.791245
6253,1033.462604
6258,1253.419173
6267,1480.620477
6269,1393.832048
6271,1760.469094
6274,1280.928021
6275,1494.018209
6281,1223.570275
6287,1418.923782
6288,795.9076942
6290,1217.7357
6291,804.9454906
6292,689.4130308
6295,645.6974267
6302,1266.015038
6304,951.8787647
6307,1097.795701
6308,706.8725485
6311,797.1156632
6318,817.1171578
6320,1747.156428
8769,593.9917329
8770,1619.565916
8771,838.7273742
8772,715.1053165
8773,1524.146814
8774,998.1823254
8775,1413.405599
8776,789.6403398
8777,1613.163965
8778,1304.906653
8779,1179.782648
8780,1591.887722
8781,676.5591784
8782,1379.543554
8783,1144.078744
8784,941.3378763
8785,886.9647229
8786,1686.267697
8787,1760.705068
8788,1597.376115
8789,992.5475721
8790,612.9598218
8791,1637.4932
8792,964.4989619
8793,1726.34135
8794,1686.370667
8795,1024.84374
8796,1582.838941
8797,1223.826328
8798,1657.037288
8799,865.64578
8800,1628.051576
8801,965.0663441
8802,1097.755777
8803,1109.781235
8804,1411.856531
8805,1405.761497
8806,1440.100551
8807,942.9979694
8808,1452.639411
8809,1250.535376
8810,1588.599181
8811,1558.408532
8812,1706.947352
8813,1294.683282
8814,754.3283708
8815,1044.54767
8816,1717.848752
8817,807.8471938
8818,1354.831711
8819,1468.32468
8820,708.5957927
8821,892.8770738
8822,827.0521079
8823,853.1486769
8824,1117.614142
8825,1291.185819
8826,1455.790384
8827,669.7048349
8828,1523.431246
8829,1111.998881
8830,778.6028305
8831,1593.531576
8832,1429.454729
8833,1589.930807
8834,1451.169012
8835,1754.983004
8836,953.5147625
8837,1061.430103
8838,769.5452654
8839,1176.286803
8840,704.6967143
8841,1159.549449
8842,1580.318547
8843,898.9514988
8844,1719.640234
8845,1660.564822
8846,1624.710857
8847,1477.473739
8848,1291.446051
8849,1729.633727
8850,1546.356265
8851,1186.589254
8852,686.4685008
8853,782.6930536
8854,1465.345654
8855,778.7108669
8856,1199.064394
8857,722.5517821
8858,1163.858733
8859,842.3450628
8860,809.7529139
8861,1197.720428
8862,1424.918741
8863,1283.771536
8864,868.2647523
8865,622.717321
8866,907.0863259
8867,1081.839923
8868,1715.349952
8869,951.4688035
8870,1229.543464
8871,1796.467999
8872,838.3524219
8873,1453.190228
8874,679.8256294
8875,1698.828002
8876,1787.027235
8877,1151.224956
8878,638.1095446
8879,1807.296282
8880,900.7332936
8881,1046.950252
8882,1703.837372
8883,1511.691347
8884,1768.64869
8885,1542.369405
8886,1461.979006
8887,822.6936613
8888,881.2103837
8889,1415.100604
8890,1622.113473
8891,1633.678324
8892,1200.231291
8893,741.3641779
8894,1499.055799
8895,913.2737415
8896,1198.795515
8897,1562.510857
8898,1463.908478
8899,758.9274005
8900,1161.202994
8901,1624.052054
8902,723.5893892
8903,1312.191347
8904,1595.353357
8905,1732.456493
8906,825.9308167
8907,1167.271572
8908,1672.199342
8909,1424.716777
8910,1334.321465
8911,833.9079689
8912,1042.544796
8913,1141.855627
8914,905.6832206
8915,624.7438737
8916,1206.076384
8917,862.769575
8918,1670.58346
8919,1303.79736
8920,1335.502026
8921,660.4280296
8922,1567.086947
8923,1555.825927
8924,1317.654227
8925,1158.082338
8926,1522.414766
8927,587.1242256
8928,1537.39672
8929,1411.445568
8930,1514.353395
8931,1587.319681
8932,1518.428392
8933,1289.558514
8934,1778.741315
8935,910.2188454
8936,1758.073281
8937,1447.184648
8938,1362.020114
8939,1682.974983
8940,1445.205811
8941,963.5723653
8942,1128.339165
8943,604.9812695
8944,701.1968537
8945,1594.78501
8946,1286.761744
8947,1453.094746
8948,1193.851592
8949,807.8533709
8950,1095.193909
8951,595.1609975
8952,1425.163109
8953,1439.3146
8954,833.7025489
8955,1416.570456
8956,1730.658948
8957,824.6226345
8958,964.262217
8959,1559.222609
8960,776.8036705
8961,643.4890208
8962,1107.651928
8963,1246.648336
8964,590.4762395
8965,1353.828145
8966,757.6125274
8967,1781.011659
8968,689.5015092
8969,1672.133013
8970,849.4546101
8971,1381.139154
8972,1234.771438
8973,1523.52341
8974,1375.383556
8975,1345.129843
8976,830.0544717
8977,1775.081263
8978,703.5403023
8979,1047.627207
8980,626.7721855
8981,1276.653796
8982,883.625295
8983,1323.778631
8984,725.6112158
8985,1309.37473
8986,869.4300911
8987,885.4440787
8988,747.4686879
8989,1367.559632
